Control	Tratamiento	Grupo
0,797349927	5,27035209	A14
-0,817063727	2,410769657	A14
-1,163551219	5,661455811	A14
-0,477372726	4,5236294	A14
-0,55562022	4,339696266	A14
3,371567178	3,311256069	A14
-0,088835085	5,312151296	A14
-2,750238992	4,555227802	A14
-1,106656447	4,176116381	A14
-1,909554011	2,604846196	A14
-2,336753712	4,549535383	A14
-2,047218982	4,735254308	A14
-0,626225016	3,437660315	A14
-0,079665351	4,287657578	A14
1,275347736	1,223630699	A14
1,617069474	4,751225295	A14
3,891958129	3,960196245	A14
-0,050586185	4,25128461	A14
0,301768727	3,302002553	A14
-1,326687062	6,685407667	A14
0,477460079	5,584951101	A14
0,063537718	5,840513776	A14
4,037421719	0,9959217	A14
0,341653032	4,865547074	A14
-1,815398342	5,140629343	A14
3,04566178	5,281769447	A14
-2,147264966	5,182142821	A14
-1,244722849	3,687155364	A14
2,443493252	3,727026901	A14
3,507524246	5,067010757	A14
-2,334753806	5,16150345	A14
1,290303421	4,383938815	A14
0,108856043	1,197878322	A14
0,124412368	2,536002015	A14
-3,667817908	0,895165745	A14
5,678239718	1,789713752	A14
-0,046986471	2,034464044	A14
-3,201184074	5,205333806	A14
-2,286605264	3,097191241	A14
0,324615147	1,820298921	A14
0,024512758	7,833911591	A14
3,346128467	2,981435619	A14
-1,532895412	9,18549621	A14
-0,589494934	3,115843843	A14
0,421451416	2,389354309	A14
2,450252019	6,211802809	A14
0,644980413	5,251422423	A14
3,153425404	5,464082533	A14
1,583994895	6,626303137	A14
-0,568211936	4,980890482	A14
1,990046844	3,581189526	A14
2,870073471	8,727655094	A14
-2,195481678	2,389714664	A14
-0,86231948	4,16880808	A14
3,992613605	5,022502316	A14
-2,459430066	4,950353218	A14
2,383469767	5,770411111	A14
1,2353712	2,551351107	A14
-1,621390359	5,618625071	A14
2,75454585	5,671757545	A14
-0,901664682	4,167983643	A14
2,391866625	5,720947266	A14
-0,714394336	4,43775455	A14
-0,824416514	5,110215738	A14
-3,230206324	1,647402539	A14
2,123197894	2,89399793	A14
0,444019573	7,230537292	A14
2,795118046	3,831434906	A14
-1,651662565	2,670253068	A14
1,418767008	1,90877962	A14
-1,371015294	7,113065273	A14
1,004533318	3,301060297	A14
-2,241458671	2,798007693	A14
-3,090433851	7,730728798	A14
-1,170612715	7,725802897	A14
1,408971242	3,778213132	A14
-0,66385643	3,284819504	A14
-0,638067108	7,844132959	A14
-0,653249231	6,028152504	A14
0,07391443	6,085949097	A14
0,766467863	2,546273969	A14
0,60249814	2,828986721	A14
-0,629054304	6,124672971	A14
-2,460091049	5,216539158	A14
-4,487821259	5,012597194	A14
-3,232334196	7,77384602	A14
-2,117230145	6,467775905	A14
-0,756234259	3,846422975	A14
1,845923276	2,508429425	A14
-1,033735419	6,026195709	A14
0,36918056	6,812817808	A15
-2,757777538	1,660331048	A15
-2,205525204	1,359791927	A15
-0,315471664	5,458362406	A15
2,249351481	8,377313261	A15
1,834873108	1,99864204	A15
1,13805167	3,390274167	A15
0,783527688	8,492895035	A15
-0,39751468	5,964586956	A15
4,140471602	6,454607715	A15
0,028143221	4,893153578	A15
0,071914258	5,724937014	A15
-2,925627708	5,31674854	A15
0,928188229	5,110903557	A15
0,877048778	4,242243048	A15
-2,315649503	8,441921922	A15
3,116171321	9,270840709	A15
-0,537718659	2,499109916	A15
0,19692861	4,477561617	A15
-1,394447398	5,441969043	A15
-1,514956266	4,169588092	A15
1,742541944	5,895700282	A15
2,225030262	6,869393579	A15
3,512291931	5,054145929	A15
-3,398513696	3,77317341	A15
-0,356798805	4,387607934	A15
2,289452982	5,794932475	A15
1,690588695	6,153710024	A15
4,646539048	4,496016541	A15
0,428073587	4,71773043	A15
-1,527932968	12,17988936	A15
0,835965447	8,249957381	A15
2,927128103	5,549739972	A15
1,33918558	5,60935076	A15
-2,034714444	5,172228588	A15
-2,911250172	3,918768849	A15
-3,39716617	3,72629402	A15
0,761509174	3,585200173	A15
2,372769165	5,453372721	A15
3,778347266	3,296074156	A15
-1,303566413	7,158201855	A15
1,065881677	7,165554831	A15
0,870082928	4,439239611	A15
1,28136887	7,741298365	A15
-1,683758983	5,642498791	A15
5,693417583	4,687536328	A15
-1,949361659	6,926112282	A15
-1,593885912	4,810734553	A15
1,081971598	4,976366918	A15
0,306369533	7,951282748	A15
-1,605995716	6,277671519	A15
-3,326201631	4,919671864	A15
0,659401255	7,235553474	A15
1,802776017	2,768862767	A15
1,72965544	7,887984453	A15
4,349209741	3,384254298	A15
-1,417737413	5,068045341	A15
0,209854894	3,922291834	A15
-0,070320086	4,433356108	A15
3,104419614	7,928846945	A15
-1,034290388	4,861555899	A15
1,827618736	6,47629186	A15
-0,581142353	6,422861286	A15
0,72179358	7,620408813	A15
0,495590777	6,310446645	A15
-3,419010235	4,054110517	A15
0,357969444	5,265280407	A15
-3,015955497	5,603740115	A15
-1,984834103	5,312500131	A15
0,575628485	4,77605445	A15
-0,783902673	6,810479366	A15
0,878025362	3,772526513	A15
-2,272820344	3,38411328	A15
-0,065820812	5,510921623	A15
0,020393284	4,306015141	A15
0,575344266	3,689920268	A15
0,716911835	0,874045137	A15
1,713310224	7,151399725	A15
3,233391843	6,403724871	A15
-2,820231727	3,544454625	A15
-0,430636842	7,729052412	A15
0,59873459	4,979997726	A15
-0,155401316	6,864815583	A15
-3,242730778	5,430479557	A15
2,980163849	7,841238296	A15
-1,740902417	3,598428354	A15
2,714518408	5,276759165	A15
-1,59183309	7,153160672	A15
3,073396443	4,922893212	A15
-4,51958919	3,640278976	A15
-1,963837563	6,556658055	A15
-1,740834231	8,647429161	A15
-0,352808007	5,659997828	A15
-1,458123301	6,81254474	A15
-1,287514555	6,814306814	A15
-1,627108801	4,466889024	A15
-1,828932868	8,178111252	A15
1,069986911	6,880501485	A15
-1,048514234	2,564023903	A15
-3,465105289	4,774500505	A15
-2,040465947	7,381180599	A16
-1,430427561	7,398959073	A16
3,483136924	2,163837887	A16
-2,231620451	4,848186683	A16
0,664145446	6,493061587	A16
0,506923835	2,38806112	A16
1,34526466	5,570870771	A16
-1,204699564	5,941178205	A16
-0,287912309	5,72987502	A16
-1,350259382	2,312210156	A16
3,153795499	5,341709138	A16
-3,245961308	4,549879694	A16
-3,400919526	2,571222658	A16
1,230557631	6,238363771	A16
3,469054174	3,213050482	A16
0,394499553	4,699315962	A16
-0,430825832	4,827183318	A16
0,905998874	7,275041145	A16
-2,68074761	4,330469868	A16
-1,017433235	4,175493983	A16
-0,213306114	7,469984679	A16
-0,623898055	3,74353469	A16
0,521630055	3,336041373	A16
-0,910927608	4,04333026	A16
-3,038988145	4,085426525	A16
0,41328899	3,143848551	A16
-2,635208155	3,537908725	A16
-1,67305423	4,879596791	A16
1,728777187	5,500756674	A16
1,434843078	2,68483495	A16
-1,790086487	8,437806844	A16
-0,515801886	6,548198376	A16
-1,26427738	3,934873309	A16
-1,673992383	7,56598259	A16
1,542576048	6,794065984	A16
2,72265653	4,525469596	A16
0,97458855	7,353545142	A16
-0,307747243	4,434788747	A16
-1,174638525	6,287505588	A16
2,46167872	6,242415781	A16
0,661479398	1,933610634	A16
-2,565789566	4,612956459	A16
-1,114835693	3,652432854	A16
1,229549738	3,998413568	A16
1,425709575	3,199295679	A16
-0,258191803	3,370557145	A16
-3,202838144	4,268922331	A16
0,615243394	6,870205295	A16
-0,605639646	4,797440949	A16
0,839766348	2,771059877	A16
2,814315524	3,725941919	A16
1,64917828	7,991184249	A16
-1,317567462	5,015077818	A16
0,410329716	5,503753297	A16
0,504379799	8,554937093	A16
1,950978295	5,214401838	A16
-1,29761713	5,331372207	A16
-0,948882699	3,687961486	A16
-2,53288129	2,121624471	A16
-0,819482294	7,910349819	A16
-0,008075938	7,696880433	A16
-0,8399133	3,816113833	A16
0,888803267	6,055304085	A16
-1,073083052	3,799412896	A16
3,181435514	2,063960243	A16
-2,256717035	4,742695858	A16
-0,99251502	5,539482656	A16
0,195303514	5,373018297	A16
-0,133731958	4,476090896	A16
-4,272150062	2,464263884	A16
-0,557067678	4,794072827	A16
1,25695012	4,270360953	A16
0,262733164	-0,135483511	A16
-1,374971849	2,730629015	A16
-0,511997431	2,703204059	A16
-0,320482845	6,331837891	A16
-2,227611155	4,707746943	A16
1,906203691	5,469774334	A16
0,55197596	2,314164286	A16
0,538938027	4,73610337	A16
-2,073112387	6,836586377	A16
1,089960753	4,528154354	A16
4,345412191	2,552176517	A16
1,594530573	6,503117635	A16
0,903092127	5,327607733	A16
1,377123473	5,304739679	A16
3,144025231	7,008865309	A16
2,318926656	4,775648176	A16
2,138556713	3,00633182	A16
-1,020041898	5,69877809	A16
-0,738106003	4,616409444	A16
-1,6816445	4,327668259	A16
1,788812181	5,395699453	A16
-0,971542482	2,995351648	A16
1,779746703	2,555911547	A16
0,040993458	4,621957612	A16
-4,095080663	7,780764716	A16
-0,210586688	6,377648141	A16
2,663667177	6,402551235	A16
1,85724253	6,60271549	A16
0,971682064	6,105062023	A17
